lat,lon,genus,species,dbh,year_min,year_max,crown,height,common,location,ref,maintenance,maturity,planted,updated,health,structure,description,family,"ule_min, ule_max",address
-37.79912648,144.9979239,Agonis,A. flexuosa 'After Dark',15,,,,4,After Dark Willow Myrtle,,13672,,Semi-mature,,14/11/2016,,,,,20,"3 BATH STREET, ABBOTSFORD 3067"
-37.78449098,145.0223994,Quercus,Q. canariensis,94,,,,16,Algerian Oak,,862,,Mature,,23/06/2016,,,,,20,"11 MARGARET GROVE, ALPHINGTON 3078"
-37.78156922,144.9835451,Quercus,Q. canariensis,55,,,,7,Algerian Oak,,2875,,Over-mature,,8/11/2016,,,,,0,"99 BEST STREET, FITZROY NORTH 3068"
-37.79605526,144.9863405,Quercus,Q. canariensis,6,,,,3,Algerian Oak,,12042,,Young,,15/11/2016,,,,,20,"16 HOTHAM STREET, COLLINGWOOD 3066"
-37.81611583,145.0008397,Quercus,Q. canariensis,35,,,,8,Algerian Oak,,16041,,Mature,,23/11/2016,,,,,20,"211 CHURCH STREET, RICHMOND 3121"
-37.81612316,145.0009309,Quercus,Q. canariensis,28,,,,7,Algerian Oak,,16042,,Mature,,23/11/2016,,,,,20,"211 CHURCH STREET, RICHMOND 3121"
-37.81623131,145.0017771,Quercus,Q. canariensis,38,,,,6,Algerian Oak,,16049,,Mature,,23/11/2016,,,,,20,"211 CHURCH STREET, RICHMOND 3121"
-37.81604789,144.9999554,Quercus,Q. canariensis,35,,,,7,Algerian Oak,,16151,,Mature,,23/11/2016,,,,,20,"211 CHURCH STREET, RICHMOND 3121"
-37.81611394,145.0007874,Quercus,Q. canariensis,35,,,,8,Algerian Oak,,16156,,Mature,,23/11/2016,,,,,20,"211 CHURCH STREET, RICHMOND 3121"
-37.81999796,145.0021688,Prunus,P. dulcis,19,,,,5,Almond,,17427,,Mature,,15/11/2016,,,,,20,"19 MARY STREET, RICHMOND 3121"
-37.82093429,145.0081179,Prunus,P. dulcis,3,,,,2,Almond,,18308,,Young,,18/11/2016,,,,,"11, 20","203 BURNLEY STREET, RICHMOND 3121"
-37.82328846,145.0122124,Prunus,P. dulcis,13,,,,4,Almond,,18755,,Mature,,21/11/2016,,,,,20,"50 WESTBANK TERRACE, RICHMOND 3121"
-37.82920616,145.0067563,Prunus,P. dulcis,9,,,,2,Almond,,19721,,Young,,3/10/2016,,,,,"11, 20","433 BURNLEY STREET, BURNLEY 3121"
-37.78313705,145.0242725,Malus,M. domestica,15,,,,3,Apple,,839,,Mature,,23/06/2016,,,,,"6, 10","32 COATE AVENUE, ALPHINGTON 3078"
-37.77914025,144.9888508,Malus,M. domestica,5,,,,2,Apple,,2619,,Semi-mature,,28/08/2016,,,,,"11, 20","243 BARKLY STREET, FITZROY NORTH 3068"
-37.78560565,145.0198327,Malus,M. domestica,11,,,,5,Apple,,7466,,Mature,,14/09/2016,,,,,"11, 20","3 THE ESPLANADE, FAIRFIELD 3078"
-37.78560993,145.0197258,Malus,M. domestica,19,,,,6,Apple,,7467,,Mature,,14/09/2016,,,,,"11, 20","3 THE ESPLANADE, FAIRFIELD 3078"
-37.78179343,145.0321431,Malus,M. domestica,5,,,,3,Apple,,7807,,Semi-mature,,19/09/2016,,,,,20,"54 YARRALEA STREET, ALPHINGTON 3078"
-37.78175008,145.0321191,Malus,M. domestica,13,,,,4,Apple,,7843,,Mature,,19/09/2016,,,,,"11, 20","54 YARRALEA STREET, ALPHINGTON 3078"
-37.78169352,145.0321271,Malus,M. domestica,8,,,,4,Apple,,7844,,Semi-mature,,19/09/2016,,,,,"11, 20","54 YARRALEA STREET, ALPHINGTON 3078"
-37.78822651,145.0050652,Malus,M. domestica,2,,,,1,Apple,,7959,,Young,,20/09/2016,,,,,20,"2 CLIFTON STREET, CLIFTON HILL 3068"
-37.78818268,145.0053759,Malus,M. domestica,1,,,,1,Apple,,7971,,Young,,20/09/2016,,,,,20,"2 CLIFTON STREET, CLIFTON HILL 3068"
-37.80020579,144.9774017,Malus,M. domestica,6,,,,2,Apple,,10520,,Young,,18/10/2016,,,,,0,"75 BELL STREET, FITZROY 3065"
-37.80051571,144.9759741,Malus,,16,,,,5,Apple,,10541,,Mature,,18/10/2016,,,,,"11, 20","23 JOHN STREET, FITZROY 3065"
-37.80054683,144.9762481,Malus,,17,,,,5,Apple,,10545,,Mature,,18/10/2016,,,,,"11, 20","23 JOHN STREET, FITZROY 3065"
-37.80259586,144.9787911,Malus,M. domestica,4,,,,3,Apple,,16389,,Semi-mature,,24/11/2016,,,,,20,"0 BRUNSWICK STREET, FITZROY 3065"
-37.80257402,144.9787965,Malus,M. domestica,5,,,,3,Apple,,16390,,Semi-mature,,24/11/2016,,,,,20,"0 BRUNSWICK STREET, FITZROY 3065"
-37.82182445,144.9930905,Malus,,17,,,,6,Apple,,16793,,Mature,,11/11/2016,,,,,"11, 20","57 RICHMOND TERRACE, RICHMOND 3121"
-37.82218357,144.9961294,Malus,M. domestica,8,,,,4,Apple,,17064,,Mature,,14/11/2016,,,,,20,"111 RICHMOND TERRACE, RICHMOND 3121"
-37.82242464,144.9970091,Malus,M. domestica,13,,,,4,Apple,,17082,,Mature,,14/11/2016,,,,,20,"2 DOCKER STREET, RICHMOND 3121"
-37.8229943,145.0016205,Malus,M. domestica,8,,,,2,Apple,,17511,,Semi-mature,,16/11/2016,,,,,20,"107 MARY STREET, RICHMOND 3121"
-37.8228574,145.0044286,Malus,M. domestica,4,,,,2,Apple,,17774,,Young,,17/11/2016,,,,,20,"84 LORD STREET, RICHMOND 3121"
-37.82284527,145.0040876,Malus,M. domestica,10,,,,4,Apple,,17777,,Semi-mature,,17/11/2016,,,,,20,"30 WALL STREET, RICHMOND 3121"
-37.8228364,145.0040089,Malus,M. domestica,10,,,,4,Apple,,17778,,Semi-mature,,17/11/2016,,,,,20,"28 WALL STREET, RICHMOND 3121"
-37.82264518,145.003449,Malus,M. domestica,19,,,,5,Apple,,18091,,Mature,,17/11/2016,,,,,20,"21 WALL STREET, RICHMOND 3121"
-37.82100132,145.0081052,Malus,M. domestica,8,,,,3,Apple,,18310,,Semi-mature,,18/11/2016,,,,,"11, 20","215 BURNLEY STREET, RICHMOND 3121"
-37.82107409,145.0080928,Malus,M. domestica,9,,,,4,Apple,,18311,,Semi-mature,,18/11/2016,,,,,"6, 10","217 BURNLEY STREET, RICHMOND 3121"
-37.82301896,145.0120969,Malus,,5,,,,2,Apple,,18749,,Semi-mature,,21/11/2016,,,,,20,"47 TUDOR STREET, RICHMOND 3121"
-37.8230543,145.0121743,Malus,M. domestica,1,,,,2,Apple,,18750,,Young,,21/11/2016,,,,,20,"50 WESTBANK TERRACE, RICHMOND 3121"
-37.82312574,145.0121477,Malus,M. domestica,1,,,,2,Apple,,18751,,Young,,21/11/2016,,,,,20,"50 WESTBANK TERRACE, RICHMOND 3121"
-37.82926635,145.0067384,Malus,M. domestica,5,,,,2,Apple,,19713,,Young,,3/10/2016,,,,,20,"433 BURNLEY STREET, BURNLEY 3121"
-37.82922352,145.0067392,Malus,M. domestica,10,,,,2,Apple,,19716,,Semi-mature,,3/10/2016,,,,,"11, 20","433 BURNLEY STREET, BURNLEY 3121"
-37.82922689,145.0067797,Malus,M. domestica,4,,,,2,Apple,,19718,,Young,,3/10/2016,,,,,20,"433 BURNLEY STREET, BURNLEY 3121"
-37.82920915,145.0067744,Malus,M. domestica,2,,,,1,Apple,,19720,,Young,,3/10/2016,,,,,20,"433 BURNLEY STREET, BURNLEY 3121"
-37.82920652,145.0067381,Malus,M. domestica,6,,,,2,Apple,,19722,,Young,,3/10/2016,,,,,20,"433 BURNLEY STREET, BURNLEY 3121"
-37.82897501,145.0068618,Malus,,8,,,,2,Apple,,19738,,Young,,3/10/2016,,,,,"11, 20","429 BURNLEY STREET, BURNLEY 3121"
-37.8332735,144.9982603,Malus,,18,,,,4,Apple,,20116,,Mature,,5/10/2016,,,,,"1, 5","187 BRIGHTON STREET, RICHMOND 3121"
-37.78928575,144.9988114,Prunus,P. armeniaca,3,,,,1,Apricot,,8230,,Young,,20/09/2016,,,,,"11, 20","16 ABBOTT GROVE, CLIFTON HILL 3068"
-37.79133802,144.9968244,Prunus,P. armeniaca,20,,,,6,Apricot,,8788,,Mature,,23/09/2016,,,,,"11, 20","36 MYRTLE STREET, CLIFTON HILL 3068"
-37.791998,144.9902014,Prunus,P. armeniaca,10,,,,5,Apricot,,9707,,Mature,,12/10/2016,,,,,"6, 10","191 GOLD STREET, CLIFTON HILL 3068"
-37.82900632,145.0085302,Prunus,P. armeniaca,11,,,,3,Apricot,,19399,,Mature,,22/09/2016,,,,,20,"5 CHERRILL STREET, BURNLEY 3121"
-37.82666457,144.9946043,Pyrus,P. calleryana 'Aristocrat',7,,,,3,Aristocrat Callery Pear,,20428,,Young,,18/10/2016,,,,,20,"11 WHITE STREET, CREMORNE 3121"
-37.82664753,144.9944895,Pyrus,P. calleryana 'Aristocrat',11,,,,5,Aristocrat Callery Pear,,20429,,Semi-mature,,18/10/2016,,,,,"11, 20","11 WHITE STREET, CREMORNE 3121"
-37.79326256,144.9913258,Cupressus,C. arizonica 'Glauca',40,,,,9,Arizona Cypress,,9576,,Mature,,28/09/2016,,,,,"6, 10","48 NOONE STREET, CLIFTON HILL 3068"
-37.79316626,144.9913387,Cupressus,C. arizonica 'Glauca',30,,,,6,Arizona Cypress,,9577,,Mature,,28/09/2016,,,,,0,"2 PECKVILLE STREET, CLIFTON HILL 3068"
-37.79316138,144.9912654,Cupressus,C. arizonica 'Glauca',50,,,,11,Arizona Cypress,,9578,,Mature,,28/09/2016,,,,,"11, 20","46 NOONE STREET, CLIFTON HILL 3068"
-37.80868353,145.0061171,Cupressus,C. arizonica 'Glauca',55,,,,9,Arizona Cypress,,15247,,Mature,,18/11/2016,,,,,"11, 20","6 SOUTHAMPTON CRESCENT, ABBOTSFORD 3067"
-37.80862878,145.0063557,Cupressus,C. arizonica 'Glauca',15,,,,6,Arizona Cypress,,15249,,Mature,,18/11/2016,,,,,"11, 20","45 GROSVENOR STREET, ABBOTSFORD 3067"
-37.8285714,145.0093727,Cupressus,C. arizonica,30,,,,9,Arizona Cypress,,19357,,Mature,,20/09/2016,,,,,20,"11 PARKVILLE STREET, BURNLEY 3121"
-37.82854094,145.009346,Cupressus,C. arizonica,27,,,,8,Arizona Cypress,,19358,,Mature,,20/09/2016,,,,,20,"11 PARKVILLE STREET, BURNLEY 3121"
-37.82851444,145.0093518,Cupressus,C. arizonica,24,,,,7,Arizona Cypress,,19359,,Mature,,20/09/2016,,,,,"11, 20","54 MADDEN GROVE, BURNLEY 3121"
-37.82847956,145.0093597,Cupressus,C. arizonica,24,,,,8,Arizona Cypress,,19360,,Mature,,20/09/2016,,,,,"11, 20","54 MADDEN GROVE, BURNLEY 3121"
-37.82997338,145.010456,Cupressus,C. arizonica,9,,,,3,Arizona Cypress,,19500,,Young,,22/09/2016,,,,,20,"56 GIBDON STREET, BURNLEY 3121"
-37.82993724,145.0104674,Cupressus,C. arizonica,9,,,,3,Arizona Cypress,,19501,,Young,,22/09/2016,,,,,20,"56 GIBDON STREET, BURNLEY 3121"
-37.78709325,144.9987965,Fraxinus,,3,,,,3,Ash,,8425,,Young,,22/09/2016,,,,,20,"32 OGRADY STREET, CLIFTON HILL 3068"
-37.77803092,144.9785915,Acer,A. x freemanii 'Autumn Blaze',16,,,,6,Autumn Blaze Maple,,2440,,Semi-mature,,28/08/2016,,,,,20,"868 NICHOLSON STREET, FITZROY NORTH 3068"
-37.77899731,144.9873037,Acer,A. x freemanii 'Autumn Blaze',17,,,,8,Autumn Blaze Maple,,2483,,Semi-mature,,28/08/2016,,,,,20,"371 ST GEORGES ROAD, FITZROY NORTH 3068"
-37.77908745,144.9872249,Acer,A. x freemanii 'Autumn Blaze',14,,,,6,Autumn Blaze Maple,,2497,,Semi-mature,,28/08/2016,,,,,20,"367 ST GEORGES ROAD, FITZROY NORTH 3068"
-37.77905269,144.9861352,Acer,A. x freemanii 'Autumn Blaze',10,,,,4,Autumn Blaze Maple,,2500,,Semi-mature,,28/08/2016,,,,,20,"20 PILKINGTON STREET, FITZROY NORTH 3068"
-37.77936042,144.9860666,Acer,A. x freemanii 'Autumn Blaze',11,,,,5,Autumn Blaze Maple,,2501,,Semi-mature,,28/08/2016,,,,,20,"0 PILKINGTON STREET, FITZROY NORTH 3068"
-37.77973644,144.9859809,Acer,A. x freemanii 'Autumn Blaze',7,,,,4,Autumn Blaze Maple,,2502,,Semi-mature,,28/08/2016,,,,,20,"167 HOLDEN STREET, FITZROY NORTH 3068"
-37.7797406,144.9858662,Acer,A. x freemanii 'Autumn Blaze',12,,,,6,Autumn Blaze Maple,,2503,,Semi-mature,,28/08/2016,,,,,20,"165 HOLDEN STREET, FITZROY NORTH 3068"
-37.77903927,144.986027,Acer,A. x freemanii 'Autumn Blaze',4,,,,4,Autumn Blaze Maple,,2504,,Semi-mature,,28/08/2016,,,,,20,"188 BARKLY STREET, FITZROY NORTH 3068"
-37.77814219,144.9785675,Acer,A. x freemanii 'Autumn Blaze',4,,,,4,Autumn Blaze Maple,,2552,,Young,,28/08/2016,,,,,20,"862 NICHOLSON STREET, FITZROY NORTH 3068"
-37.78391516,144.9831304,Acer,A. x freemanii 'Autumn Blaze',5,,,,2,Autumn Blaze Maple,,3262,,Young,,9/11/2016,,,,,20,"23 BEST STREET, FITZROY NORTH 3068"
-37.78420293,144.9832113,Acer,A. x freemanii 'Autumn Blaze',12,,,,6,Autumn Blaze Maple,,3263,,Semi-mature,,9/11/2016,,,,,20,"26 BEST STREET, FITZROY NORTH 3068"
-37.784268,144.9831994,Acer,A. x freemanii 'Autumn Blaze',13,,,,6,Autumn Blaze Maple,,3264,,Semi-mature,,9/11/2016,,,,,20,"26 BEST STREET, FITZROY NORTH 3068"
-37.78428406,144.9831448,Acer,A. x freemanii 'Autumn Blaze',10,,,,4,Autumn Blaze Maple,,3265,,Semi-mature,,9/11/2016,,,,,"11, 20","26 BEST STREET, FITZROY NORTH 3068"
-37.78433332,144.9831922,Acer,A. x freemanii 'Autumn Blaze',13,,,,6,Autumn Blaze Maple,,3266,,Semi-mature,,9/11/2016,,,,,20,"26 BEST STREET, FITZROY NORTH 3068"
-37.78836804,144.9785833,Acer,A. x freemanii 'Autumn Blaze',1,,,,1,Autumn Blaze Maple,,3428,,Young,,10/11/2016,,,,,20,"44 CHURCH STREET, FITZROY NORTH 3068"
-37.7905332,144.9771773,Acer,A. x freemanii 'Autumn Blaze',8,,,,5,Autumn Blaze Maple,,3555,,Semi-mature,,10/11/2016,,,,,20,"32 ST GEORGES ROAD, FITZROY NORTH 3068"
-37.79233913,144.9793937,Acer,A. x freemanii 'Autumn Blaze',4,,,,2,Autumn Blaze Maple,,3648,,Young,,11/11/2016,,,,,20,"487 BRUNSWICK STREET, FITZROY NORTH 3068"
-37.79245393,144.9793728,Acer,A. x freemanii 'Autumn Blaze',3,,,,2,Autumn Blaze Maple,,3649,,Semi-mature,,11/11/2016,,,,,20,"483 BRUNSWICK STREET, FITZROY NORTH 3068"
-37.79119829,144.9721583,Acer,A. x freemanii 'Autumn Blaze',18,,,,7,Autumn Blaze Maple,,5625,,Semi-mature,,14/09/2016,,,,,20,"96 LEE STREET, CARLTON NORTH 3054"
-37.79198972,144.9717136,Acer,A. x freemanii 'Autumn Blaze',4,,,,3,Autumn Blaze Maple,,5650,,Semi-mature,,14/09/2016,,,,,20,"286 RATHDOWNE STREET, CARLTON NORTH 3054"
-37.78667589,144.9694913,Acer,A. x freemanii 'Autumn Blaze',15,,,,6,Autumn Blaze Maple,,6044,,Semi-mature,,15/09/2016,,,,,20,"828 LYGON STREET, CARLTON NORTH 3054"
-37.78465749,145.018832,Acer,A. x freemanii 'Autumn Blaze',12,,,,6,Autumn Blaze Maple,,7531,,Semi-mature,,14/09/2016,,,,,"11, 20","48 PARK CRESCENT, FAIRFIELD 3078"
-37.78459204,145.0196687,Acer,A. x freemanii 'Autumn Blaze',6,,,,5,Autumn Blaze Maple,,7537,,Semi-mature,,14/09/2016,,,,,20,"56 PARK CRESCENT, FAIRFIELD 3078"
-37.78456713,145.0199698,Acer,A. x freemanii 'Autumn Blaze',18,,,,7,Autumn Blaze Maple,,7539,,Mature,,14/09/2016,,,,,"11, 20","60 PARK CRESCENT, FAIRFIELD 3078"
-37.78441501,145.0155355,Acer,A. x freemanii 'Autumn Blaze',8,,,,5,Autumn Blaze Maple,,7546,,Semi-mature,,15/09/2016,,,,,20,"18 PARK CRESCENT, FAIRFIELD 3078"
-37.78442418,145.0156551,Acer,A. x freemanii 'Autumn Blaze',12,,,,7,Autumn Blaze Maple,,7547,,Mature,,15/09/2016,,,,,20,"20 PARK CRESCENT, FAIRFIELD 3078"
-37.78443161,145.0157519,Acer,A. x freemanii 'Autumn Blaze',5,,,,4,Autumn Blaze Maple,,7548,,Semi-mature,,15/09/2016,,,,,20,"22 PARK CRESCENT, FAIRFIELD 3078"
-37.78443754,145.0158491,Acer,A. x freemanii 'Autumn Blaze',10,,,,5,Autumn Blaze Maple,,7549,,Semi-mature,,15/09/2016,,,,,"1, 5","22 PARK CRESCENT, FAIRFIELD 3078"
-37.78446054,145.016012,Acer,A. x freemanii 'Autumn Blaze',3,,,,3,Autumn Blaze Maple,,7550,,Young,,15/09/2016,,,,,20,"24 PARK CRESCENT, FAIRFIELD 3078"
-37.78169916,145.0322375,Acer,A. x freemanii 'Autumn Blaze',4,,,,4,Autumn Blaze Maple,,7812,,Young,,19/09/2016,,,,,20,"56 YARRALEA STREET, ALPHINGTON 3078"
-37.78588587,144.995077,Acer,A. x freemanii 'Autumn Blaze',4,,,,4,Autumn Blaze Maple,,9234,,Young,,28/09/2016,,,,,20,"271 QUEENS PARADE, FITZROY NORTH 3068"
-37.79448341,144.9763553,Acer,A. x freemanii 'Autumn Blaze',6,,,,4,Autumn Blaze Maple,,10377,,Semi-mature,,17/10/2016,,,,,20,"18 WESTGARTH STREET, FITZROY 3065"
-37.79459201,144.9771755,Acer,A. x freemanii 'Autumn Blaze',7,,,,5,Autumn Blaze Maple,,10382,,Semi-mature,,17/10/2016,,,,,20,"42 WESTGARTH STREET, FITZROY 3065"
-37.7946158,144.9774336,Acer,A. x freemanii 'Autumn Blaze',9,,,,5,Autumn Blaze Maple,,10383,,Semi-mature,,17/10/2016,,,,,"11, 20","50 WESTGARTH STREET, FITZROY 3065"
-37.79668395,144.9784657,Acer,A. x freemanii 'Autumn Blaze',7,,,,4,Autumn Blaze Maple,,10421,,Semi-mature,,17/10/2016,,,,,20,"351 BRUNSWICK STREET, FITZROY 3065"
-37.79664617,144.9781405,Acer,A. x freemanii 'Autumn Blaze',6,,,,4,Autumn Blaze Maple,,10422,,Semi-mature,,17/10/2016,,,,,"11, 20","85 KERR STREET, FITZROY 3065"
-37.79652497,144.9771049,Acer,A. x freemanii 'Autumn Blaze',9,,,,7,Autumn Blaze Maple,,10426,,Semi-mature,,17/10/2016,,,,,20,"51 KERR STREET, FITZROY 3065"
-37.79650124,144.9766837,Acer,A. x freemanii 'Autumn Blaze',7,,,,5,Autumn Blaze Maple,,10428,,Semi-mature,,17/10/2016,,,,,20,"33 KERR STREET, FITZROY 3065"
-37.79635188,144.9754251,Acer,A. x freemanii 'Autumn Blaze',7,,,,5,Autumn Blaze Maple,,10431,,Semi-mature,,17/10/2016,,,,,20,"282 NICHOLSON STREET, FITZROY 3065"
-37.79655214,144.9763403,Acer,A. x freemanii 'Autumn Blaze',14,,,,7,Autumn Blaze Maple,,10436,,Semi-mature,,18/10/2016,,,,,20,"24 KERR STREET, FITZROY 3065"
-37.79662693,144.9771597,Acer,A. x freemanii 'Autumn Blaze',8,,,,4,Autumn Blaze Maple,,10439,,Semi-mature,,18/10/2016,,,,,20,"48 KERR STREET, FITZROY 3065"
-37.79670293,144.977763,Acer,A. x freemanii 'Autumn Blaze',10,,,,7,Autumn Blaze Maple,,10442,,Semi-mature,,18/10/2016,,,,,20,"70 KERR STREET, FITZROY 3065"
-37.80408389,144.9831945,Acer,A. x freemanii 'Autumn Blaze',8,,,,6,Autumn Blaze Maple,,11549,,Mature,,3/11/2016,,,,,20,"171 SMITH STREET, FITZROY 3065"
-37.80416839,144.9832203,Acer,A. x freemanii 'Autumn Blaze',10,,,,6,Autumn Blaze Maple,,11550,,Mature,,3/11/2016,,,,,20,"165 SMITH STREET, FITZROY 3065"
-37.80416767,144.9831787,Acer,A. x freemanii 'Autumn Blaze',10,,,,6,Autumn Blaze Maple,,11551,,Mature,,3/11/2016,,,,,20,"165 SMITH STREET, FITZROY 3065"
-37.79696434,144.9811925,Acer,A. x freemanii 'Autumn Blaze',6,,,,4,Autumn Blaze Maple,,11677,,Semi-mature,,14/11/2016,,,,,20,"183 KERR STREET, FITZROY 3065"
-37.79691077,144.9807864,Acer,A. x freemanii 'Autumn Blaze',13,,,,7,Autumn Blaze Maple,,11719,,Mature,,14/11/2016,,,,,20,"359 NAPIER STREET, FITZROY 3065"
-37.80078828,144.9842244,Acer,A. x freemanii 'Autumn Blaze',6,,,,6,Autumn Blaze Maple,,12862,,Semi-mature,,17/11/2016,,,,,20,"284 SMITH STREET, COLLINGWOOD 3066"
-37.80079501,144.9842831,Acer,A. x freemanii 'Autumn Blaze',6,,,,6,Autumn Blaze Maple,,12863,,Semi-mature,,17/11/2016,,,,,20,"284 SMITH STREET, COLLINGWOOD 3066"
-37.80198221,144.983941,Acer,A. x freemanii 'Autumn Blaze',4,,,,3,Autumn Blaze Maple,,12899,,Semi-mature,,17/11/2016,,,,,20,"236 SMITH STREET, COLLINGWOOD 3066"
-37.80504613,144.9833688,Acer,A. x freemanii 'Autumn Blaze',6,,,,6,Autumn Blaze Maple,,12946,,Semi-mature,,17/11/2016,,,,,20,"112 SMITH STREET, COLLINGWOOD 3066"
-37.807877,144.983184,Acer,A. x freemanii 'Autumn Blaze',19,,,,8,Autumn Blaze Maple,,13466,,Mature,,23/11/2016,,,,,"11, 20","1 VICTORIA PARADE, COLLINGWOOD 3066"
-37.80779955,144.9829143,Acer,A. x freemanii 'Autumn Blaze',13,,,,6,Autumn Blaze Maple,,13467,,Mature,,23/11/2016,,,,,"11, 20","14 SMITH STREET, COLLINGWOOD 3066"
-37.80790358,144.9838796,Acer,A. x freemanii 'Autumn Blaze',11,,,,7,Autumn Blaze Maple,,13468,,Mature,,23/11/2016,,,,,"11, 20","1 OXFORD STREET, COLLINGWOOD 3066"
-37.80793379,144.9841575,Acer,A. x freemanii 'Autumn Blaze',22,,,,9,Autumn Blaze Maple,,13469,,Mature,,23/11/2016,,,,,"11, 20","6 OXFORD STREET, COLLINGWOOD 3066"
-37.80084743,144.9975943,Acer,A. x freemanii 'Autumn Blaze',4,,,,3,Autumn Blaze Maple,,14013,,Semi-mature,,15/11/2016,,,,,20,"228 NICHOLSON STREET, ABBOTSFORD 3067"
-37.80076534,144.997604,Acer,A. x freemanii 'Autumn Blaze',4,,,,3,Autumn Blaze Maple,,14014,,Semi-mature,,15/11/2016,,,,,20,"228 NICHOLSON STREET, ABBOTSFORD 3067"
-37.80069263,144.9976188,Acer,A. x freemanii 'Autumn Blaze',3,,,,3,Autumn Blaze Maple,,14015,,Young,,15/11/2016,,,,,20,"236 NICHOLSON STREET, ABBOTSFORD 3067"
-37.80057618,144.9976368,Acer,A. x freemanii 'Autumn Blaze',4,,,,3,Autumn Blaze Maple,,14016,,Semi-mature,,15/11/2016,,,,,20,"329 JOHNSTON STREET, ABBOTSFORD 3067"
-37.80059111,144.9974629,Acer,A. x freemanii 'Autumn Blaze',5,,,,3,Autumn Blaze Maple,,14017,,Semi-mature,,15/11/2016,,,,,20,"323 JOHNSTON STREET, ABBOTSFORD 3067"
-37.80073538,144.997437,Acer,A. x freemanii 'Autumn Blaze',6,,,,4,Autumn Blaze Maple,,14018,,Semi-mature,,15/11/2016,,,,,20,"243 NICHOLSON STREET, ABBOTSFORD 3067"
-37.80080674,144.9974315,Acer,A. x freemanii 'Autumn Blaze',5,,,,4,Autumn Blaze Maple,,14019,,Semi-mature,,15/11/2016,,,,,20,"243 NICHOLSON STREET, ABBOTSFORD 3067"
-37.80090037,144.9974165,Acer,A. x freemanii 'Autumn Blaze',5,,,,4,Autumn Blaze Maple,,14020,,Semi-mature,,15/11/2016,,,,,20,"235 NICHOLSON STREET, ABBOTSFORD 3067"
-37.80308605,144.9946367,Acer,A. x freemanii 'Autumn Blaze',3,,,,3,Autumn Blaze Maple,,14456,,Young,,15/11/2016,,,,,20,"0 VERE STREET, ABBOTSFORD 3067"
-37.80301446,144.9946267,Acer,A. x freemanii 'Autumn Blaze',14,,,,6,Autumn Blaze Maple,,14457,,Mature,,15/11/2016,,,,,"11, 20","0 VERE STREET, ABBOTSFORD 3067"
-37.80310089,144.9945223,Acer,A. x freemanii 'Autumn Blaze',3,,,,3,Autumn Blaze Maple,,14460,,Young,,15/11/2016,,,,,20,"0 VERE STREET, ABBOTSFORD 3067"
-37.80310281,144.9945041,Acer,A. x freemanii 'Autumn Blaze',3,,,,3,Autumn Blaze Maple,,14461,,Young,,15/11/2016,,,,,20,"0 VERE STREET, ABBOTSFORD 3067"
-37.80311241,144.9944841,Acer,A. x freemanii 'Autumn Blaze',3,,,,3,Autumn Blaze Maple,,14462,,Young,,15/11/2016,,,,,20,"0 VERE STREET, ABBOTSFORD 3067"
-37.80314278,144.9944293,Acer,A. x freemanii 'Autumn Blaze',3,,,,3,Autumn Blaze Maple,,14466,,Young,,15/11/2016,,,,,20,"0 VERE STREET, ABBOTSFORD 3067"
-37.80312262,144.994427,Acer,A. x freemanii 'Autumn Blaze',3,,,,3,Autumn Blaze Maple,,14467,,Young,,15/11/2016,,,,,20,"0 VERE STREET, ABBOTSFORD 3067"
-37.8030976,144.9944343,Acer,A. x freemanii 'Autumn Blaze',3,,,,3,Autumn Blaze Maple,,14468,,Young,,15/11/2016,,,,,20,"0 VERE STREET, ABBOTSFORD 3067"
-37.80774047,144.9976049,Acer,A. x freemanii 'Autumn Blaze',5,,,,4,Autumn Blaze Maple,,14932,,Semi-mature,,17/11/2016,,,,,20,"56 WILLIAM STREET, ABBOTSFORD 3067"
-37.80810539,144.9975535,Acer,A. x freemanii 'Autumn Blaze',6,,,,4,Autumn Blaze Maple,,14937,,Semi-mature,,17/11/2016,,,,,20,"46 WILLIAM STREET, ABBOTSFORD 3067"
-37.80831153,144.9975163,Acer,A. x freemanii 'Autumn Blaze',6,,,,4,Autumn Blaze Maple,,14939,,Semi-mature,,17/11/2016,,,,,20,"42 WILLIAM STREET, ABBOTSFORD 3067"
-37.80847247,144.9974971,Acer,A. x freemanii 'Autumn Blaze',6,,,,4,Autumn Blaze Maple,,14942,,Semi-mature,,17/11/2016,,,,,20,"36 WILLIAM STREET, ABBOTSFORD 3067"
-37.80860426,144.9974793,Acer,A. x freemanii 'Autumn Blaze',6,,,,4,Autumn Blaze Maple,,14945,,Semi-mature,,17/11/2016,,,,,20,"32 WILLIAM STREET, ABBOTSFORD 3067"
-37.80882535,144.997438,Acer,A. x freemanii 'Autumn Blaze',5,,,,4,Autumn Blaze Maple,,14963,,Semi-mature,,17/11/2016,,,,,20,"24 WILLIAM STREET, ABBOTSFORD 3067"
-37.80904169,144.9974009,Acer,A. x freemanii 'Autumn Blaze',5,,,,4,Autumn Blaze Maple,,14965,,Semi-mature,,17/11/2016,,,,,20,"16 WILLIAM STREET, ABBOTSFORD 3067"
-37.80928128,144.9973655,Acer,A. x freemanii 'Autumn Blaze',5,,,,4,Autumn Blaze Maple,,14967,,Semi-mature,,17/11/2016,,,,,20,"8 WILLIAM STREET, ABBOTSFORD 3067"
