lat,lon,genus,species,dbh,year_min,year_max,crown,height,common,location,ref,maintenance,maturity,planted,updated,health,structure,description,family,"ule_min, ule_max",address
-37.8141039,145.005108,Pistacia,P. chinensis,2,,,,2,Chinese Pistachio,,16480,,Young,,22/11/2016,,,,,20,"105 BUCKINGHAM STREET, RICHMOND 3121"
-37.81412191,145.0053374,Pistacia,P. chinensis,7,,,,2,Chinese Pistachio,,16482,,Young,,22/11/2016,,,,,"11, 20","111 BUCKINGHAM STREET, RICHMOND 3121"
-37.81413208,145.0054068,Pistacia,P. chinensis,5,,,,4,Chinese Pistachio,,16484,,Young,,22/11/2016,,,,,20,"113 BUCKINGHAM STREET, RICHMOND 3121"
-37.81414383,145.0055409,Pistacia,P. chinensis,8,,,,4,Chinese Pistachio,,16486,,Semi-mature,,22/11/2016,,,,,20,"115 BUCKINGHAM STREET, RICHMOND 3121"
-37.81416974,145.0057815,Pistacia,P. chinensis,2,,,,3,Chinese Pistachio,,16489,,Young,,22/11/2016,,,,,20,"121 BUCKINGHAM STREET, RICHMOND 3121"
-37.81429488,145.0055729,Pistacia,P. chinensis,11,,,,4,Chinese Pistachio,,16494,,Semi-mature,,22/11/2016,,,,,20,"122 BUCKINGHAM STREET, RICHMOND 3121"
-37.81425876,145.0052067,Pistacia,P. chinensis,3,,,,2,Chinese Pistachio,,16497,,Young,,22/11/2016,,,,,20,"112 BUCKINGHAM STREET, RICHMOND 3121"
-37.81420747,145.0047534,Pistacia,P. chinensis,7,,,,3,Chinese Pistachio,,16501,,Semi-mature,,22/11/2016,,,,,20,"100 BUCKINGHAM STREET, RICHMOND 3121"
-37.81415148,145.0043741,Pistacia,P. chinensis,11,,,,4,Chinese Pistachio,,16503,,Semi-mature,,22/11/2016,,,,,20,"88 BUCKINGHAM STREET, RICHMOND 3121"
-37.81409182,145.0038107,Pistacia,P. chinensis,9,,,,5,Chinese Pistachio,,16506,,Semi-mature,,22/11/2016,,,,,20,"76 BUCKINGHAM STREET, RICHMOND 3121"
-37.81406861,145.0036016,Pistacia,P. chinensis,5,,,,3,Chinese Pistachio,,16508,,Young,,22/11/2016,,,,,20,"70 BUCKINGHAM STREET, RICHMOND 3121"
-37.81393523,145.0022636,Pistacia,P. chinensis,8,,,,4,Chinese Pistachio,,16517,,Semi-mature,,22/11/2016,,,,,20,"44 BUCKINGHAM STREET, RICHMOND 3121"
-37.81389303,145.0018479,Pistacia,P. chinensis,13,,,,5,Chinese Pistachio,,16519,,Mature,,22/11/2016,,,,,20,"36 BUCKINGHAM STREET, RICHMOND 3121"
-37.81387382,145.0016373,Pistacia,P. chinensis,7,,,,4,Chinese Pistachio,,16520,,Semi-mature,,22/11/2016,,,,,20,"30 BUCKINGHAM STREET, RICHMOND 3121"
-37.8138458,145.0013482,Pistacia,P. chinensis,13,,,,5,Chinese Pistachio,,16521,,Mature,,22/11/2016,,,,,20,"22 BUCKINGHAM STREET, RICHMOND 3121"
-37.8138309,145.0011944,Pistacia,P. chinensis,14,,,,6,Chinese Pistachio,,16522,,Mature,,22/11/2016,,,,,20,"22 BUCKINGHAM STREET, RICHMOND 3121"
-37.81380876,145.0010249,Pistacia,P. chinensis,12,,,,6,Chinese Pistachio,,16523,,Mature,,22/11/2016,,,,,20,"22 BUCKINGHAM STREET, RICHMOND 3121"
-37.81369544,145.0009937,Pistacia,P. chinensis,2,,,,2,Chinese Pistachio,,16532,,Young,,22/11/2016,,,,,20,"11 BUCKINGHAM STREET, RICHMOND 3121"
-37.81371179,145.0011244,Pistacia,P. chinensis,12,,,,6,Chinese Pistachio,,16533,,Mature,,22/11/2016,,,,,20,"15 BUCKINGHAM STREET, RICHMOND 3121"
-37.81373111,145.0013165,Pistacia,P. chinensis,9,,,,4,Chinese Pistachio,,16534,,Semi-mature,,22/11/2016,,,,,20,"17 BUCKINGHAM STREET, RICHMOND 3121"
-37.8138515,145.0025272,Pistacia,P. chinensis,2,,,,3,Chinese Pistachio,,16541,,Young,,22/11/2016,,,,,20,"43 BUCKINGHAM STREET, RICHMOND 3121"
-37.81392481,145.0032833,Pistacia,P. chinensis,6,,,,3,Chinese Pistachio,,16544,,Young,,22/11/2016,,,,,20,"57 BUCKINGHAM STREET, RICHMOND 3121"
-37.81402336,145.0042112,Pistacia,P. chinensis,3,,,,3,Chinese Pistachio,,16552,,Young,,22/11/2016,,,,,20,"83 BUCKINGHAM STREET, RICHMOND 3121"
-37.81403621,145.0043206,Pistacia,P. chinensis,8,,,,4,Chinese Pistachio,,16553,,Semi-mature,,22/11/2016,,,,,20,"85 BUCKINGHAM STREET, RICHMOND 3121"
-37.83126592,144.9988254,Pistacia,P. chinensis,8,,,,3,Chinese Pistachio,,20217,,Young,,17/10/2016,,,,,20,"131 BRIGHTON STREET, RICHMOND 3121"
-37.83130864,144.9992244,Pistacia,P. chinensis,6,,,,3,Chinese Pistachio,,20218,,Young,,17/10/2016,,,,,20,"26 AMSTERDAM STREET, RICHMOND 3121"
-37.83133616,144.9994514,Pistacia,P. chinensis,7,,,,3,Chinese Pistachio,,20219,,Young,,17/10/2016,,,,,20,"28 AMSTERDAM STREET, RICHMOND 3121"
-37.83129662,144.9996246,Pistacia,P. chinensis,6,,,,2,Chinese Pistachio,,20220,,Young,,17/10/2016,,,,,20,"37 AMSTERDAM STREET, RICHMOND 3121"
-37.83126547,144.9993308,Pistacia,P. chinensis,17,,,,4,Chinese Pistachio,,20221,,Semi-mature,,17/10/2016,,,,,20,"29 AMSTERDAM STREET, RICHMOND 3121"
-37.831229,144.9990534,Pistacia,P. chinensis,6,,,,2,Chinese Pistachio,,20222,,Young,,17/10/2016,,,,,20,"21 AMSTERDAM STREET, RICHMOND 3121"
-37.83120758,144.9988258,Pistacia,P. chinensis,10,,,,4,Chinese Pistachio,,20223,,Semi-mature,,17/10/2016,,,,,20,"129 BRIGHTON STREET, RICHMOND 3121"
-37.78782515,144.9730334,Sapium,S. sebiferum,2,,,,1,Chinese Tallow Tree,,5480,,Young,,14/09/2016,,,,,20,"0 FENWICK STREET, CARLTON NORTH 3054"
-37.78818993,144.9729764,Sapium,S. sebiferum,2,,,,1,Chinese Tallow Tree,,5481,,Young,,14/09/2016,,,,,20,"20 EARL STREET, CARLTON NORTH 3054"
-37.78828858,144.9730478,Sapium,S. sebiferum,3,,,,1,Chinese Tallow Tree,,5482,,Young,,14/09/2016,,,,,20,"20 EARL STREET, CARLTON NORTH 3054"
-37.78873807,144.9728829,Sapium,S. sebiferum,2,,,,2,Chinese Tallow Tree,,5483,,Young,,14/09/2016,,,,,20,"98 CURTAIN STREET, CARLTON NORTH 3054"
-37.78871871,144.9728299,Sapium,S. sebiferum,2,,,,2,Chinese Tallow Tree,,5484,,Young,,14/09/2016,,,,,20,"102 CURTAIN STREET, CARLTON NORTH 3054"
-37.78848875,144.9729188,Sapium,S. sebiferum,2,,,,2,Chinese Tallow Tree,,5485,,Young,,14/09/2016,,,,,20,"14 SUTTON STREET, CARLTON NORTH 3054"
-37.78832062,144.9729498,Sapium,S. sebiferum,2,,,,2,Chinese Tallow Tree,,5486,,Young,,14/09/2016,,,,,20,"20 SUTTON STREET, CARLTON NORTH 3054"
-37.78783868,144.9729825,Sapium,S. sebiferum,2,,,,1,Chinese Tallow Tree,,5487,,Young,,14/09/2016,,,,,"6, 10","95 FENWICK STREET, CARLTON NORTH 3054"
-37.78500183,144.9742682,Sapium,S. sebiferum,14,,,,5,Chinese Tallow Tree,,6445,,Semi-mature,,16/09/2016,,,,,20,"481 CANNING STREET, CARLTON NORTH 3054"
-37.80378245,144.9803035,Malus,M. tschonoskii,4,,,,2,Chonosuki Crab,,11276,,Semi-mature,,2/11/2016,,,,,20,"53 WEBB STREET, FITZROY 3065"
-37.80380266,144.980596,Malus,M. tschonoskii,3,,,,2,Chonosuki Crab,,11277,,Young,,2/11/2016,,,,,20,"59 WEBB STREET, FITZROY 3065"
-37.80382188,144.9807274,Malus,M. tschonoskii,3,,,,2,Chonosuki Crab,,11278,,Young,,2/11/2016,,,,,20,"61 WEBB STREET, FITZROY 3065"
-37.80386679,144.9812516,Malus,M. tschonoskii,3,,,,2,Chonosuki Crab,,11414,,Young,,3/11/2016,,,,,20,"168 GEORGE STREET, FITZROY 3065"
-37.80387087,144.9813327,Malus,M. tschonoskii,3,,,,2,Chonosuki Crab,,11415,,Young,,3/11/2016,,,,,20,"69 WEBB STREET, FITZROY 3065"
-37.8039086,144.9816424,Malus,M. tschonoskii,3,,,,2,Chonosuki Crab,,11416,,Young,,3/11/2016,,,,,20,"75 WEBB STREET, FITZROY 3065"
-37.79984198,144.9783661,Trachycarpus,T. fortunei,34,,,,9,Chusan Palm,,11077,,Mature,,21/10/2016,,,,,"11, 20","252 BRUNSWICK STREET, FITZROY 3065"
-37.79609807,144.9823211,Trachycarpus,T. fortunei,38,,,,4,Chusan Palm,,11662,,Mature,,14/11/2016,,,,,20,"447 GEORGE STREET, FITZROY 3065"
-37.79620875,144.9823102,Trachycarpus,T. fortunei,20,,,,2,Chusan Palm,,11667,,Semi-mature,,14/11/2016,,,,,20,"440 GEORGE STREET, FITZROY 3065"
-37.80213913,144.9878557,Fraxinus,F. pennsylvanica 'Cimmzam',7,,,,3,Cimmaron Ash,,13252,,Semi-mature,,18/11/2016,,,,,20,"15 VERE STREET, COLLINGWOOD 3066"
-37.80220371,144.9878395,Fraxinus,F. pennsylvanica 'Cimmzam',7,,,,4,Cimmaron Ash,,13253,,Semi-mature,,18/11/2016,,,,,20,"15 VERE STREET, COLLINGWOOD 3066"
-37.80234392,144.987822,Fraxinus,F. pennsylvanica 'Cimmzam',7,,,,5,Cimmaron Ash,,13254,,Semi-mature,,18/11/2016,,,,,20,"56 DOWN STREET, COLLINGWOOD 3066"
-37.8024056,144.9878066,Fraxinus,F. pennsylvanica 'Cimmzam',6,,,,5,Cimmaron Ash,,13255,,Semi-mature,,18/11/2016,,,,,20,"54 DOWN STREET, COLLINGWOOD 3066"
-37.80246212,144.9877937,Fraxinus,F. pennsylvanica 'Cimmzam',7,,,,5,Cimmaron Ash,,13256,,Semi-mature,,18/11/2016,,,,,20,"0 DOWN STREET, COLLINGWOOD 3066"
-37.80255256,144.9877844,Fraxinus,F. pennsylvanica 'Cimmzam',7,,,,5,Cimmaron Ash,,13257,,Semi-mature,,18/11/2016,,,,,20,"0 DOWN STREET, COLLINGWOOD 3066"
-37.80266338,144.9877608,Fraxinus,F. pennsylvanica 'Cimmzam',6,,,,5,Cimmaron Ash,,13258,,Semi-mature,,18/11/2016,,,,,20,"0 DOWN STREET, COLLINGWOOD 3066"
-37.80271776,144.9877526,Fraxinus,F. pennsylvanica 'Cimmzam',6,,,,6,Cimmaron Ash,,13259,,Semi-mature,,18/11/2016,,,,,20,"0 DOWN STREET, COLLINGWOOD 3066"
-37.80276104,144.9877447,Fraxinus,F. pennsylvanica 'Cimmzam',6,,,,5,Cimmaron Ash,,13260,,Semi-mature,,18/11/2016,,,,,20,"0 DOWN STREET, COLLINGWOOD 3066"
-37.80281157,144.9877365,Fraxinus,F. pennsylvanica 'Cimmzam',6,,,,5,Cimmaron Ash,,13261,,Semi-mature,,18/11/2016,,,,,20,"0 DOWN STREET, COLLINGWOOD 3066"
-37.80295816,144.9877083,Fraxinus,F. pennsylvanica 'Cimmzam',5,,,,5,Cimmaron Ash,,13262,,Semi-mature,,18/11/2016,,,,,20,"0 DOWN STREET, COLLINGWOOD 3066"
-37.80300573,144.9877017,Fraxinus,F. pennsylvanica 'Cimmzam',6,,,,5,Cimmaron Ash,,13263,,Semi-mature,,18/11/2016,,,,,20,"0 DOWN STREET, COLLINGWOOD 3066"
-37.80306371,144.9876893,Fraxinus,F. pennsylvanica 'Cimmzam',6,,,,5,Cimmaron Ash,,13264,,Semi-mature,,18/11/2016,,,,,20,"18 DOWN STREET, COLLINGWOOD 3066"
-37.80311117,144.9876819,Fraxinus,F. pennsylvanica 'Cimmzam',6,,,,5,Cimmaron Ash,,13265,,Semi-mature,,18/11/2016,,,,,20,"18 DOWN STREET, COLLINGWOOD 3066"
-37.80316347,144.987672,Fraxinus,F. pennsylvanica 'Cimmzam',6,,,,6,Cimmaron Ash,,13266,,Semi-mature,,18/11/2016,,,,,20,"18 DOWN STREET, COLLINGWOOD 3066"
-37.80336163,144.9876395,Fraxinus,F. pennsylvanica 'Cimmzam',7,,,,5,Cimmaron Ash,,13267,,Semi-mature,,18/11/2016,,,,,20,"16 DOWN STREET, COLLINGWOOD 3066"
-37.80341248,144.9876263,Fraxinus,F. pennsylvanica 'Cimmzam',6,,,,5,Cimmaron Ash,,13268,,Semi-mature,,18/11/2016,,,,,20,"10 DOWN STREET, COLLINGWOOD 3066"
-37.80359806,144.9875994,Fraxinus,F. pennsylvanica 'Cimmzam',6,,,,5,Cimmaron Ash,,13269,,Semi-mature,,18/11/2016,,,,,20,"6 DOWN STREET, COLLINGWOOD 3066"
-37.80371084,144.9875776,Fraxinus,F. pennsylvanica 'Cimmzam',7,,,,6,Cimmaron Ash,,13270,,Semi-mature,,18/11/2016,,,,,20,"2 DOWN STREET, COLLINGWOOD 3066"
-37.78399851,145.0185201,Citrus,,5,,,,2,Citrus,,7526,,Semi-mature,,14/09/2016,,,,,20,"7 ARTHUR STREET, FAIRFIELD 3078"
-37.7826368,145.0329456,Fraxinus,F. Raywood,3,,,,3,Claret Ash,,10,,Young,,21/06/2016,,,,,"1, 5","22 COMO STREET, ALPHINGTON 3078"
-37.78269169,145.0329355,Fraxinus,F. Raywood,38,,,,10,Claret Ash,,11,,Mature,,21/06/2016,,,,,20,"22 COMO STREET, ALPHINGTON 3078"
-37.77699102,144.9788901,Fraxinus,F. Raywood,40,,,,14,Claret Ash,,2239,,Mature,,24/08/2016,,,,,20,"16 MILLER STREET, FITZROY NORTH 3068"
-37.77663669,144.979497,Fraxinus,F. Raywood,48,,,,16,Claret Ash,,2249,,Over-mature,,24/08/2016,,,,,"6, 10","890 NICHOLSON STREET, FITZROY NORTH 3068"
-37.77667874,144.9793534,Fraxinus,F. Raywood,50,,,,15,Claret Ash,,2251,,Mature,,24/08/2016,,,,,"11, 20","890 NICHOLSON STREET, FITZROY NORTH 3068"
-37.77671755,144.9788006,Fraxinus,F. Raywood,32,,,,10,Claret Ash,,2265,,Mature,,24/08/2016,,,,,"11, 20","890 NICHOLSON STREET, FITZROY NORTH 3068"
-37.78941347,144.9703818,Fraxinus,F. Raywood,42,,,,14,Claret Ash,,5965,,Mature,,15/09/2016,,,,,20,"661 DRUMMOND STREET, CARLTON NORTH 3054"
-37.78490887,144.9740481,Fraxinus,F. Raywood,32,,,,12,Claret Ash,,6442,,Mature,,16/09/2016,,,,,20,"481 CANNING STREET, CARLTON NORTH 3054"
-37.78534563,145.0029146,Fraxinus,F. angustifolia 'Raywood',42,,,,12,Claret Ash,,7847,,Mature,,19/09/2016,,,,,20,"82 THE ESPLANADE, CLIFTON HILL 3068"
-37.79278349,145.0024638,Fraxinus,F. angustifolia 'Raywood',36,,,,7,Claret Ash,,8497,,Mature,,22/09/2016,,,,,"11, 20","1 FIELD STREET, CLIFTON HILL 3068"
-37.80140387,144.974429,Fraxinus,F. Raywood,39,,,,7,Claret Ash,,10601,,Mature,,18/10/2016,,,,,"11, 20","140 NICHOLSON STREET, FITZROY 3065"
-37.80154307,144.9744179,Fraxinus,F. Raywood,35,,,,9,Claret Ash,,10602,,Mature,,18/10/2016,,,,,"11, 20","132 NICHOLSON STREET, FITZROY 3065"
-37.80679192,144.9842537,Fraxinus,F. Raywood,13,,,,5,Claret Ash,,13408,,Semi-mature,,23/11/2016,,,,,20,"22 DERBY STREET, COLLINGWOOD 3066"
-37.80989071,144.9922033,Fraxinus,F. angustifolia 'Raywood',10,,,,4,Claret Ash,,14820,,Semi-mature,,16/11/2016,,,,,20,"0 VICTORIA STREET, RICHMOND 3121"
-37.82187259,144.993491,Fraxinus,F. Raywood,38,,,,10,Claret Ash,,16791,,Mature,,11/11/2016,,,,,"11, 20","63 RICHMOND TERRACE, RICHMOND 3121"
-37.82183246,144.9931902,Fraxinus,F. Raywood,33,,,,11,Claret Ash,,16792,,Mature,,11/11/2016,,,,,"11, 20","59 RICHMOND TERRACE, RICHMOND 3121"
-37.82180968,144.9929534,Fraxinus,F. Raywood,20,,,,8,Claret Ash,,16794,,Mature,,11/11/2016,,,,,"11, 20","55 RICHMOND TERRACE, RICHMOND 3121"
-37.82180319,144.9928788,Fraxinus,F. Raywood,17,,,,6,Claret Ash,,16795,,Semi-mature,,11/11/2016,,,,,"11, 20","55 RICHMOND TERRACE, RICHMOND 3121"
-37.82178654,144.9927442,Fraxinus,F. Raywood,20,,,,8,Claret Ash,,16796,,Mature,,11/11/2016,,,,,20,"51 RICHMOND TERRACE, RICHMOND 3121"
-37.82177922,144.9926819,Fraxinus,F. Raywood,20,,,,6,Claret Ash,,16797,,Semi-mature,,11/11/2016,,,,,"11, 20","51 RICHMOND TERRACE, RICHMOND 3121"
-37.82176835,144.9925853,Fraxinus,F. Raywood,20,,,,6,Claret Ash,,16798,,Mature,,11/11/2016,,,,,"6, 10","49 RICHMOND TERRACE, RICHMOND 3121"
-37.82191704,144.9926502,Fraxinus,F. Raywood,37,,,,11,Claret Ash,,16807,,Mature,,11/11/2016,,,,,"11, 20","76 RICHMOND TERRACE, RICHMOND 3121"
-37.82192821,144.9927657,Fraxinus,F. Raywood,27,,,,10,Claret Ash,,16808,,Mature,,11/11/2016,,,,,20,"80 RICHMOND TERRACE, RICHMOND 3121"
-37.82190472,144.9927987,Fraxinus,F. Raywood,11,,,,5,Claret Ash,,16809,,Semi-mature,,11/11/2016,,,,,20,"80 RICHMOND TERRACE, RICHMOND 3121"
-37.82194506,144.9928448,Fraxinus,F. Raywood,19,,,,8,Claret Ash,,16810,,Semi-mature,,11/11/2016,,,,,20,"82 RICHMOND TERRACE, RICHMOND 3121"
-37.82194826,144.9929073,Fraxinus,F. Raywood,29,,,,10,Claret Ash,,16811,,Mature,,11/11/2016,,,,,20,"84 RICHMOND TERRACE, RICHMOND 3121"
-37.82192302,144.992966,Fraxinus,F. Raywood,9,,,,5,Claret Ash,,16812,,Semi-mature,,11/11/2016,,,,,20,"84 RICHMOND TERRACE, RICHMOND 3121"
-37.82194192,144.9931391,Fraxinus,F. Raywood,13,,,,5,Claret Ash,,16813,,Semi-mature,,11/11/2016,,,,,20,"88 RICHMOND TERRACE, RICHMOND 3121"
-37.8219755,144.9931436,Fraxinus,F. Raywood,30,,,,10,Claret Ash,,16814,,Mature,,11/11/2016,,,,,20,"88 RICHMOND TERRACE, RICHMOND 3121"
-37.82196075,144.9933013,Fraxinus,F. Raywood,19,,,,7,Claret Ash,,16815,,Semi-mature,,11/11/2016,,,,,20,"88 RICHMOND TERRACE, RICHMOND 3121"
-37.82198324,144.9934604,Fraxinus,F. Raywood,24,,,,8,Claret Ash,,16816,,Mature,,11/11/2016,,,,,20,"238 LENNOX STREET, RICHMOND 3121"
-37.82224007,144.995022,Fraxinus,F. Raywood,23,,,,9,Claret Ash,,17003,,Mature,,14/11/2016,,,,,20,"106 RICHMOND TERRACE, RICHMOND 3121"
-37.82229983,144.9960204,Fraxinus,F. Raywood,24,,,,9,Claret Ash,,17038,,Mature,,14/11/2016,,,,,20,"2 CLIFTON STREET, RICHMOND 3121"
-37.82226732,144.9957756,Fraxinus,F. Raywood,20,,,,8,Claret Ash,,17039,,Semi-mature,,14/11/2016,,,,,20,"118 RICHMOND TERRACE, RICHMOND 3121"
-37.82223079,144.9954979,Fraxinus,F. Raywood,14,,,,7,Claret Ash,,17040,,Semi-mature,,14/11/2016,,,,,20,"114 RICHMOND TERRACE, RICHMOND 3121"
-37.82219817,144.9952061,Fraxinus,F. Raywood,2,,,,2,Claret Ash,,17041,,Young,,14/11/2016,,,,,20,"108 RICHMOND TERRACE, RICHMOND 3121"
-37.82216899,144.9949133,Fraxinus,F. Raywood,22,,,,10,Claret Ash,,17042,,Mature,,14/11/2016,,,,,20,"106 RICHMOND TERRACE, RICHMOND 3121"
-37.82213136,144.9946291,Fraxinus,F. Raywood,13,,,,7,Claret Ash,,17044,,Semi-mature,,14/11/2016,,,,,20,"100 RICHMOND TERRACE, RICHMOND 3121"
-37.8221017,144.9943844,Fraxinus,F. Raywood,16,,,,8,Claret Ash,,17045,,Semi-mature,,14/11/2016,,,,,20,"98 RICHMOND TERRACE, RICHMOND 3121"
-37.822079,144.9941922,Fraxinus,F. Raywood,5,,,,3,Claret Ash,,17046,,Young,,14/11/2016,,,,,20,"253 LENNOX STREET, RICHMOND 3121"
-37.82198227,144.9942266,Fraxinus,F. Raywood,6,,,,3,Claret Ash,,17047,,Young,,14/11/2016,,,,,20,"77 RICHMOND TERRACE, RICHMOND 3121"
-37.82200337,144.9944029,Fraxinus,F. Raywood,14,,,,6,Claret Ash,,17049,,Semi-mature,,14/11/2016,,,,,20,"79 RICHMOND TERRACE, RICHMOND 3121"
-37.82199982,144.9946083,Fraxinus,F. Raywood,24,,,,8,Claret Ash,,17051,,Mature,,14/11/2016,,,,,"11, 20","79 RICHMOND TERRACE, RICHMOND 3121"
-37.82203469,144.9946988,Fraxinus,F. Raywood,13,,,,6,Claret Ash,,17052,,Semi-mature,,14/11/2016,,,,,20,"83 RICHMOND TERRACE, RICHMOND 3121"
-37.8220424,144.9949444,Fraxinus,F. Raywood,14,,,,6,Claret Ash,,17054,,Semi-mature,,14/11/2016,,,,,"11, 20","87 RICHMOND TERRACE, RICHMOND 3121"
-37.82208824,144.9951335,Fraxinus,F. Raywood,24,,,,10,Claret Ash,,17055,,Mature,,14/11/2016,,,,,20,"89 RICHMOND TERRACE, RICHMOND 3121"
-37.82207229,144.9952317,Fraxinus,F. Raywood,16,,,,6,Claret Ash,,17056,,Semi-mature,,14/11/2016,,,,,"11, 20","91 RICHMOND TERRACE, RICHMOND 3121"
-37.8221336,144.9955026,Fraxinus,F. Raywood,13,,,,5,Claret Ash,,17059,,Semi-mature,,14/11/2016,,,,,20,"99 RICHMOND TERRACE, RICHMOND 3121"
-37.82213337,144.9957319,Fraxinus,F. Raywood,22,,,,6,Claret Ash,,17061,,Semi-mature,,14/11/2016,,,,,"11, 20","103 RICHMOND TERRACE, RICHMOND 3121"
-37.8221725,144.9957885,Fraxinus,F. Raywood,18,,,,7,Claret Ash,,17062,,Semi-mature,,14/11/2016,,,,,20,"105 RICHMOND TERRACE, RICHMOND 3121"
-37.82224601,144.9962066,Fraxinus,F. Raywood,18,,,,7,Claret Ash,,17065,,Mature,,14/11/2016,,,,,20,"113 RICHMOND TERRACE, RICHMOND 3121"
-37.82221417,144.9962333,Fraxinus,F. Raywood,12,,,,5,Claret Ash,,17066,,Semi-mature,,14/11/2016,,,,,"11, 20","113 RICHMOND TERRACE, RICHMOND 3121"
-37.82224785,144.9964165,Fraxinus,F. Raywood,5,,,,3,Claret Ash,,17067,,Young,,14/11/2016,,,,,20,"115 RICHMOND TERRACE, RICHMOND 3121"
-37.82226639,144.9966183,Fraxinus,F. Raywood,17,,,,6,Claret Ash,,17069,,Semi-mature,,14/11/2016,,,,,20,"119 RICHMOND TERRACE, RICHMOND 3121"
-37.82230426,144.9969196,Fraxinus,F. Raywood,18,,,,7,Claret Ash,,17070,,Semi-mature,,14/11/2016,,,,,20,"127 RICHMOND TERRACE, RICHMOND 3121"
-37.82229725,144.9971234,Fraxinus,F. Raywood,37,,,,11,Claret Ash,,17071,,Mature,,14/11/2016,,,,,20,"129 RICHMOND TERRACE, RICHMOND 3121"
-37.82232453,144.9973379,Fraxinus,F. Raywood,34,,,,14,Claret Ash,,17072,,Mature,,14/11/2016,,,,,20,"131 RICHMOND TERRACE, RICHMOND 3121"
-37.8223946,144.9969004,Fraxinus,F. Raywood,22,,,,8,Claret Ash,,17083,,Mature,,14/11/2016,,,,,20,"2 DOCKER STREET, RICHMOND 3121"
-37.82236034,144.9966034,Fraxinus,F. Raywood,39,,,,10,Claret Ash,,17084,,Mature,,14/11/2016,,,,,20,"126 RICHMOND TERRACE, RICHMOND 3121"
-37.82232864,144.9963317,Fraxinus,F. Raywood,2,,,,2,Claret Ash,,17085,,Young,,14/11/2016,,,,,20,"120 RICHMOND TERRACE, RICHMOND 3121"
-37.82724441,145.009574,Fraxinus,F. Raywood,60,,,,11,Claret Ash,,18414,,Mature,,18/11/2016,,,,,"11, 20","512 SWAN STREET, RICHMOND 3121"
-37.82666638,145.0187328,Fraxinus,F. angustifolia 'Raywood',6,,,,2,Claret Ash,,19064,,Young,,19/09/2016,,,,,20,"0 SWAN STREET, BURNLEY 3121"
-37.82666691,145.0187294,Fraxinus,F. angustifolia 'Raywood',6,,,,2,Claret Ash,,19065,,Young,,19/09/2016,,,,,20,"0 SWAN STREET, BURNLEY 3121"
-37.8266775,145.0186692,Fraxinus,F. angustifolia 'Raywood',3,,,,2,Claret Ash,,19066,,Young,,19/09/2016,,,,,20,"0 SWAN STREET, BURNLEY 3121"
-37.82667785,145.0186672,Fraxinus,F. angustifolia 'Raywood',3,,,,2,Claret Ash,,19067,,Young,,19/09/2016,,,,,20,"0 SWAN STREET, BURNLEY 3121"
-37.82667639,145.0186674,Fraxinus,F. angustifolia 'Raywood',3,,,,2,Claret Ash,,19068,,Young,,19/09/2016,,,,,20,"0 SWAN STREET, BURNLEY 3121"
-37.82673108,145.0185178,Fraxinus,F. angustifolia 'Raywood',7,,,,2,Claret Ash,,19069,,Young,,19/09/2016,,,,,"11, 20","0 SWAN STREET, BURNLEY 3121"
-37.82964864,145.0119924,Fraxinus,F. Raywood,10,,,,5,Claret Ash,,19557,,Young,,22/09/2016,,,,,20,"51 GIBDON STREET, BURNLEY 3121"
-37.82964807,145.0119168,Fraxinus,F. Raywood,47,,,,10,Claret Ash,,19558,,Mature,,22/09/2016,,,,,"6, 10","51 GIBDON STREET, BURNLEY 3121"
-37.83352381,144.9984776,Fraxinus,F. Raywood,5,,,,2,Claret Ash,,20112,,Young,,5/10/2016,,,,,"11, 20","193 BRIGHTON STREET, RICHMOND 3121"
-37.78108923,145.034613,Banksia,B. integrifolia,22,,,,9,Coast Banksia,,147,,Mature,,21/06/2016,,,,,"11, 20","3 CONSTANCE STREET, ALPHINGTON 3078"
-37.78117319,145.0344847,Banksia,B. integrifolia,27,,,,6,Coast Banksia,,156,,Semi-mature,,21/06/2016,,,,,0,"2 CONSTANCE STREET, ALPHINGTON 3078"
-37.77913376,144.9887474,Banksia,B. integrifolia,3,,,,2,Coast Banksia,,2617,,Young,,28/08/2016,,,,,20,"243 BARKLY STREET, FITZROY NORTH 3068"
-37.78502442,145.0171594,Banksia,B. integrifolia,25,,,,9,Coast Banksia,,7608,,Mature,,16/09/2016,,,,,20,"31 PARK CRESCENT, FAIRFIELD 3078"
-37.78188461,145.0328733,Banksia,B. integrifolia,12,,,,3,Coast Banksia,,7837,,Semi-mature,,19/09/2016,,,,,20,"54 YARRALEA STREET, ALPHINGTON 3078"
-37.82127213,145.0027919,Banksia,B. integrifolia,9,,,,5,Coast Banksia,,17886,,Semi-mature,,17/11/2016,,,,,20,"98 COPPIN STREET, RICHMOND 3121"
-37.82887675,145.010371,Banksia,B. integrifolia,11,,,,4,Coast Banksia,,19327,,Semi-mature,,20/09/2016,,,,,20,"11 PARKVILLE STREET, BURNLEY 3121"
-37.82869133,145.0106923,Banksia,B. integrifolia,27,,,,7,Coast Banksia,,19508,,Mature,,22/09/2016,,,,,20,"11 PARKVILLE STREET, BURNLEY 3121"
-37.82855196,145.0108885,Banksia,B. integrifolia,22,,,,7,Coast Banksia,,19520,,Semi-mature,,22/09/2016,,,,,20,"5 GIBDON STREET, BURNLEY 3121"
